"form","id","in_dreamteam","now_cost","points_per_game","second_name","selected_by_percent","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type"
3.7,203,FALSE,5.5,4.1,"Harrison",1.7,"a",10,2,29,267498,3264,239497,12785,0.7,5.3,"Harrison",621,1,2,2,16,0,0,0,0,0,0,2,107,161,242.3,121,52.5,52,17,9,8,52,28,25,14
0,204,FALSE,4.9,2.4,"Phillips",1.3,"i",10,2,12,154424,143,264656,9770,0,2.4,"Phillips",450,0,1,1,9,0,0,0,2,0,0,0,85,118.4,147.8,8,27.4,108,39,31,24,298,151,90,50
2.3,205,FALSE,5.6,4.1,"Sousa de Azevedo e Costa",7.7,"a",10,2,33,1030538,6923,616320,97739,0.4,5.9,"Costa",622,2,2,2,16,1,0,0,0,0,0,2,94,145,110.1,153,40.6,65,23,59,41,42,23,44,24
0.7,206,FALSE,4.9,1,"Roberts",0.1,"a",10,2,6,3235,189,5966,360,0.1,1.2,"Roberts",215,0,0,0,6,0,0,0,0,0,0,0,21,14.6,33.3,23,7.1,345,149,192,121,226,119,301,140
0,207,FALSE,4.8,0,"Grot",0,"i",10,2,0,820,21,2789,123,0,0,"Grot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,217,543,218,530,212,554,217
0.3,209,FALSE,4.4,1,"Poveda-Ocampo",0.4,"a",10,2,4,35893,1170,31858,2521,0.1,0.9,"Poveda-Ocampo",133,0,0,0,2,0,0,0,0,0,0,0,10,16.6,18.2,49,8.4,339,145,255,146,160,86,286,131
1.3,210,FALSE,4.8,1.7,"Shackleton",0,"d",10,2,5,1266,30,3110,295,0.3,1,"Shackleton",123,0,0,1,3,0,0,0,0,0,0,0,19,13.8,20.7,10,4.4,350,152,246,139,281,144,342,159
0,212,FALSE,4.4,0,"Stevens",0.6,"n",10,2,0,17407,45,81373,2247,0,0,"Stevens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,190,477,191,450,178,497,190
0,533,FALSE,4.4,0,"Bogusz",0,"n",10,2,0,2158,37,1990,106,0,0,"Bogusz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,193,480,194,453,181,500,193
0.7,570,FALSE,5.4,1,"Dias Belloli",0,"a",10,2,3,5028,378,3064,372,0.1,0.6,"Raphinha",60,0,0,0,1,0,0,0,0,0,0,0,10,4.6,7.1,13,2.4,381,170,313,163,266,136,369,165
0,599,FALSE,4.5,0,"Jenkins",0,"a",10,2,0,167,167,23,23,0,0,"Jenkins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,204,516,205,492,193,530,204
1,241,FALSE,5.3,1,"Milner",0.1,"a",11,14,6,2906,492,10814,437,0.2,1.1,"Milner",94,0,0,0,1,0,0,0,0,0,0,0,29,23.4,23.1,6,5.2,316,135,236,135,314,156,332,155
2,243,FALSE,5.3,2,"Wijnaldum",1.2,"a",11,14,16,42869,3223,106635,4658,0.4,3,"Wijnaldum",631,0,0,1,14,0,0,0,0,0,0,0,87,74.4,75.4,82,23.2,190,74,105,69,88,48,121,67
2,244,FALSE,5.4,1.8,"Henderson",1.1,"d",11,14,11,31954,2937,150058,6122,0.4,2,"Henderson",470,0,0,0,7,0,0,0,0,0,0,0,81,75.4,82.5,50,20.9,187,73,94,63,158,85,145,73
1.7,247,FALSE,6.4,2.5,"Shaqiri",0.1,"a",11,14,5,1792,406,3568,299,0.3,0.8,"Shaqiri",51,0,1,0,0,0,0,0,0,0,0,0,23,22.4,16.6,2,4.1,320,136,266,149,346,165,348,160
0,248,FALSE,6.3,0,"Oxlade-Chamberlain",0,"i",11,14,0,496,49,2684,84,0,0,"Chamberlain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,237,599,237,599,237,599,237
5,251,FALSE,12.1,6.6,"Mané",11.4,"a",11,14,46,879628,177738,1010796,40881,0.4,3.8,"Mané",619,4,3,1,9,0,0,0,2,0,0,4,146,229.2,179.1,339,74.9,15,6,20,16,9,5,8,6
0.7,253,FALSE,5.4,2.3,"Tavares",0.9,"i",11,14,14,66077,126,129258,8651,0.1,2.6,"Fabinho",482,0,1,1,12,0,0,0,1,0,0,0,85,89.8,33.5,9,13.4,165,61,191,120,291,147,221,103
6.3,254,TRUE,12.3,8.4,"Salah",36.9,"i",11,14,67,1650968,46876,1363369,731197,0.5,5.4,"Salah",719,8,1,1,16,0,0,0,0,0,0,7,220,349.8,282.7,551,118.3,3,2,3,3,1,1,1,1
0,257,FALSE,5.1,0,"Wilson",0,"n",11,14,0,451,4,5745,116,0,0,"Harry Wilson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,226,570,227,564,223,577,226
0.3,258,FALSE,6,1,"Minamino",0.1,"a",11,14,4,3397,264,29763,553,0,0.7,"Minamino",57,0,0,0,3,0,0,0,0,0,0,0,12,7.2,1.6,30,3.8,375,165,357,172,205,106,352,162
0,261,FALSE,5.2,1.8,"Keita",0.3,"a",11,14,7,14531,410,73124,959,0,1.3,"Keita",243,0,0,1,7,0,0,0,0,0,0,0,33,17.6,25.8,92,13.6,338,144,219,130,78,42,218,102
0.7,263,FALSE,4.4,1.3,"Jones",0.5,"a",11,14,4,34643,3695,38369,3053,0.2,0.9,"Jones",122,0,0,0,4,0,0,0,0,0,0,0,17,14.4,26,11,5.2,346,150,218,129,270,139,331,154
0,265,FALSE,4.4,0,"Elliott",0.1,"n",11,14,0,9974,27,14793,654,0,0,"Elliott",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,191,478,192,451,179,498,191
6.3,468,FALSE,6.5,4.7,"Jota",10.3,"a",11,14,28,762492,243653,290675,34189,1,4.3,"Jota",304,3,0,0,10,0,0,0,0,0,0,4,82,117.4,41.7,179,33.8,111,42,168,106,35,17,63,37
0,531,FALSE,5.9,1.5,"Alcántara do Nascimento",1.2,"d",11,14,3,301390,1857,286846,13511,0,0.5,"Thiago",135,0,0,0,2,0,0,0,0,0,0,0,22,20.2,44.6,12,7.7,327,139,160,99,268,138,298,138
1.7,271,FALSE,5.4,1.5,"Gündogan",0.3,"a",12,43,6,17571,1424,36890,1447,0.3,1.1,"Gündogan",210,0,0,0,2,0,0,0,0,0,0,0,29,33.8,50.8,12,9.7,291,122,148,91,267,137,267,124
3.3,272,FALSE,11.5,4.5,"De Bruyne",16.8,"a",12,43,27,1881821,109802,2604150,48661,0.3,2.3,"De Bruyne",472,1,3,1,8,0,0,1,0,0,0,3,101,168.8,285.3,175,63,45,14,2,2,37,18,12,7
1.7,275,FALSE,8.2,4.4,"Mahrez",2.4,"a",12,43,22,458070,5679,459181,32544,0.2,2.7,"Mahrez",430,1,1,2,7,0,0,0,0,0,0,2,74,87,140.1,202,42.9,171,65,36,28,27,12,40,22
2,276,FALSE,11.5,4.7,"Sterling",5.2,"d",12,43,33,671991,10634,573407,84213,0.2,2.9,"Sterling",621,2,1,2,9,0,0,0,1,0,0,5,84,128.8,121.7,283,53.4,91,32,46,34,16,6,23,12
2,281,FALSE,7.4,2,"Veiga de Carvalho e Silva",0.6,"a",12,43,10,34379,1498,58162,3909,0.3,1.4,"Bernardo Silva",301,0,0,2,1,0,0,0,0,0,0,0,43,38.8,36.4,33,10.9,272,114,183,114,196,102,248,114
2.3,284,FALSE,6.5,4.3,"Foden",6.6,"a",12,43,26,796230,11435,638399,86817,0.4,4,"Foden",385,2,1,1,5,0,0,0,0,0,0,2,85,104,63.6,159,32.6,139,49,129,80,40,21,69,41
0,285,FALSE,4.4,0,"Doyle",0.1,"a",12,43,0,4722,762,5873,589,0,0,"Doyle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488,186,471,187,443,173,491,186
2.3,286,FALSE,5.4,2,"Hernandez",0.5,"a",12,43,14,21061,1836,33497,2206,0.4,2.6,"Rodrigo",630,0,0,2,9,0,0,0,2,0,0,0,91,89.2,89.2,28,20.6,166,62,86,58,213,110,147,75
1.7,287,FALSE,6.9,2.4,"Torres",1.1,"a",12,43,12,50572,14142,62839,4836,0.2,1.7,"Torres",239,0,1,1,4,0,0,0,0,0,0,0,15,24,28.2,128,17.9,312,131,205,125,48,27,167,81
0,537,FALSE,4.5,0,"Bernabé",0,"a",12,43,0,740,98,546,75,0,0,"Bernabé",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,203,513,204,489,192,527,203
0,552,FALSE,4.5,0,"Palmer",0,"a",12,43,0,842,83,578,78,0,0,"Palmer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,201,511,202,486,190,525,201
1,290,FALSE,5.9,2.7,"Mata",0.1,"a",13,1,8,6322,937,9092,766,0.2,1.4,"Mata",228,0,1,0,2,0,0,0,0,0,0,0,38,41,88.4,42,17.1,268,113,87,59,175,92,178,86
0.3,295,FALSE,4.8,1.8,"Matic",0.2,"a",13,1,7,10273,460,18402,1166,0.1,1.5,"Matic",164,0,1,0,7,0,0,0,1,0,0,0,38,37.8,30.5,20,8.8,276,117,200,124,238,126,278,128
1.3,296,FALSE,7.7,1.6,"Pogba",1.2,"a",13,1,11,71530,2058,135622,7463,0.2,1.4,"Pogba",371,0,0,0,9,0,0,0,0,0,0,0,33,35,48.7,46,12.6,286,119,154,96,169,90,231,107
1.7,299,FALSE,5.3,1.5,"Rodrigues de Paula Santos",0.2,"a",13,1,9,7324,1785,10294,1009,0.3,1.7,"Fred",379,0,0,2,5,0,0,0,3,0,0,0,58,48.8,51,11,11,243,99,146,90,274,141,246,113
0,301,FALSE,5.9,0,"Lingard",0.1,"d",13,1,0,3948,88,13596,425,0,0,"Lingard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,236,593,236,593,236,595,236
7.3,302,FALSE,10.6,7.6,"Borges Fernandes",29.1,"a",13,1,53,1883215,625985,1063673,18163,0.7,5,"Fernandes",569,5,3,1,12,0,0,1,2,0,0,9,195,328.4,314.1,205,84.8,4,3,1,1,26,11,5,4
0,304,FALSE,4.8,0,"Pereira",0,"n",13,1,0,922,3,5047,134,0,0,"Pereira",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,214,539,215,522,206,550,214
3,306,FALSE,9.6,5,"Rashford",7.9,"d",13,1,35,759984,28689,565053,104768,0.3,3.6,"Rashford",630,2,3,1,14,0,0,0,1,0,0,2,97,168,181.7,244,59.4,47,15,19,15,20,8,17,9
2.3,309,FALSE,4.9,2,"McTominay",0.3,"a",13,1,12,15242,2705,20983,1762,0.5,2.4,"McTominay",487,0,0,1,8,0,0,0,0,0,0,0,75,85.4,104.4,56,24.5,175,68,63,44,144,76,111,61
0.3,311,FALSE,6.3,1,"James",0.2,"a",13,1,3,7170,297,22353,899,0,0.5,"James",177,0,0,0,2,0,0,0,1,0,0,0,18,13.2,42.4,86,14.2,351,153,166,105,83,45,211,99
0.7,315,FALSE,7.2,1.4,"Greenwood",2.5,"d",13,1,7,259622,871,603465,27084,0.1,1,"Greenwood",274,0,0,0,9,0,0,0,1,0,0,0,19,16.2,35.3,71,12.1,342,147,186,117,114,66,237,109
0,316,FALSE,4.5,0,"Chong",0,"n",13,1,0,641,16,1150,34,0,0,"Chong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,198,508,199,483,187,522,198
0,317,FALSE,4.4,0,"Garner",0.1,"n",13,1,0,2070,49,5538,263,0,0,"Garner",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,187,474,188,447,175,494,187
0.3,495,FALSE,6.7,2,"van de Beek",1.9,"a",13,1,10,153447,1486,288144,12112,0,1.5,"van de Beek",75,1,0,0,4,0,0,0,0,0,0,0,33,42,21.4,39,10.2,264,110,243,138,181,97,262,119
0,575,FALSE,5.3,0,"Pellistri",0,"a",13,1,0,847,31,735,81,0,0,"Pellistri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,231,578,232,574,230,584,231
0,321,FALSE,5.3,1.8,"Shelvey",0.1,"d",14,4,9,6381,31,21820,1075,0,1.7,"Shelvey",431,0,0,1,8,0,0,0,2,0,0,0,53,62.8,91.9,72,22.7,209,82,78,52,105,60,126,68
0,322,FALSE,4.9,2,"Ritchie",0,"d",14,4,2,1252,35,6738,156,0,0.4,"Ritchie",68,0,0,0,1,0,0,0,0,0,0,0,10,11.6,23.3,18,5.3,357,157,234,134,248,128,328,151
0,330,FALSE,5.2,0,"Atsu",0,"n",14,4,0,864,17,5504,175,0,0,"Atsu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,227,572,228,566,224,578,227
0.3,336,FALSE,4.8,1.5,"Hayden",0.1,"a",14,4,9,2488,139,6143,297,0.1,1.9,"Hayden",415,0,0,1,7,0,0,0,2,0,0,0,44,54.6,28,23,10.6,230,92,207,126,225,118,253,116
0,337,FALSE,4.8,0,"Aarons",0,"n",14,4,0,1422,47,5294,232,0,0,"Aarons",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,213,538,214,521,205,549,213
2.7,338,FALSE,5.3,3.7,"Saint-Maximin",6.4,"a",14,4,26,280491,13510,1266590,45450,0.5,4.9,"Saint-Maximin",509,1,1,3,9,0,0,0,0,0,0,2,81,117.6,87.7,75,28.1,109,40,89,60,101,57,84,47
2,339,FALSE,5.7,2,"Almirón",0.4,"a",14,4,14,17207,490,61489,1729,0.4,2.5,"Almirón",390,0,1,1,7,0,0,0,1,0,0,0,58,82.8,93.9,56,23.3,178,69,75,49,145,77,118,65
1.3,480,FALSE,4.8,1.2,"Longstaff",0.1,"a",14,4,6,1875,121,6376,300,0.3,1.2,"Sean Longstaff",194,0,0,0,4,0,0,0,1,0,0,0,17,16.2,51.9,39,10.5,341,146,145,89,178,95,255,117
2,485,FALSE,4.9,3.5,"Hendrick",2.9,"a",14,4,28,453926,8066,363887,20094,0.4,5.7,"Hendrick",670,1,1,1,10,0,0,0,0,0,0,3,91,109.8,22.4,46,17.5,126,45,240,137,166,88,172,83
0.3,487,FALSE,4.9,1,"Longstaff",0,"a",14,4,1,290,56,2366,39,0.1,0.2,"Matty Longstaff",29,0,0,0,1,0,0,0,0,0,0,0,3,1.8,1,0,0.3,401,177,368,175,546,216,405,178
4,497,FALSE,4.9,3.2,"Murphy",0.1,"a",14,4,13,3993,662,3492,520,0.8,2.7,"Murphy",274,1,0,0,3,0,0,0,1,0,0,2,41,61.4,19.5,17,9.7,215,85,252,143,253,130,266,123
2.3,507,FALSE,5.7,2.6,"Fraser",0.3,"d",14,4,13,13183,242,66385,2584,0.4,2.3,"Fraser",185,0,2,1,5,0,0,0,0,0,0,0,34,10.2,8.8,11,3,362,160,310,160,275,142,359,163
0,346,FALSE,5.6,1.7,"Fleck",0.1,"i",15,49,5,5431,55,34296,637,0,0.9,"Fleck",179,0,0,0,4,0,0,0,0,0,0,0,25,18,48.8,14,8,336,143,153,95,264,135,292,135
1,349,FALSE,4.7,1.6,"Norwood",0.2,"a",15,49,8,6211,641,33014,1008,0.2,1.7,"Norwood",277,0,0,0,6,0,0,0,0,0,0,0,39,42.2,58,0,10.1,262,108,137,86,500,198,263,120
1.3,355,FALSE,5.1,1.4,"Lundstram",3,"a",15,49,11,35571,1168,618318,16675,0.3,2.2,"Lundstram",623,0,0,1,12,0,0,1,3,0,0,0,63,88,165.1,83,33.6,170,64,24,18,87,47,65,38
1.3,356,FALSE,4.8,1.5,"Osborn",0,"a",15,49,9,702,27,1919,103,0.3,1.9,"Osborn",351,0,0,0,7,0,0,0,0,0,0,0,39,47,79.4,41,16.7,248,102,100,66,176,93,180,87
4.3,360,FALSE,5,2.6,"Berge",0.2,"a",15,49,21,15874,4943,12007,1562,0.9,4.2,"Berge",644,1,1,0,12,0,0,0,3,0,0,1,106,130.6,113.6,102,34.6,83,29,57,39,67,36,59,34
0.3,424,FALSE,4.4,1.8,"Burke",0.8,"a",15,49,7,78409,2104,90440,5195,0.1,1.6,"Burke",254,0,0,1,2,0,0,0,0,0,0,0,9,5.8,36.6,71,10.8,378,167,182,113,110,63,249,115
0,477,FALSE,5,0,"Freeman",0,"n",15,49,0,325,25,457,17,0,0,"Freeman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,222,561,223,552,219,570,222
3.7,148,FALSE,5.8,4.2,"Walcott",0.3,"a",16,20,17,19688,8143,18512,2102,0.6,2.9,"Walcott",279,0,3,1,7,0,0,0,0,0,0,0,48,51.6,72.1,55,17.9,237,96,112,72,148,79,166,80
2.3,364,FALSE,4.5,3,"Romeu Vidal",4.5,"a",16,20,24,283685,21118,253781,23090,0.5,5.3,"Oriol Romeu",680,1,0,4,9,0,0,0,3,0,0,3,104,172.8,90.7,57,32,40,13,81,54,140,74,70,42
1.3,365,FALSE,6.4,1.8,"Redmond",0.2,"a",16,20,9,16696,661,61289,1153,0.2,1.4,"Redmond",307,0,0,1,4,0,0,0,0,0,0,0,24,24.6,43.2,51,11.8,310,130,162,101,157,84,240,110
6,368,FALSE,5.5,4.8,"Armstrong",0.5,"a",16,20,29,32659,22030,25215,3611,1.1,5.3,"Armstrong",512,1,2,4,6,0,0,0,0,0,0,2,88,117.6,100.1,73,29.1,110,41,66,45,103,59,80,45
10.3,370,FALSE,6,5.4,"Ward-Prowse",7.1,"d",16,20,43,514149,101853,295003,79921,1.7,7.2,"Ward-Prowse",720,3,1,4,12,0,0,0,1,0,0,6,181,219.8,204.7,71,49.6,18,8,15,12,113,65,30,16
0,372,FALSE,5.4,0,"Boufal",0,"u",16,20,0,589,3,4402,89,0,0,"Boufal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,232,582,233,578,231,586,232
0,374,FALSE,4.4,0,"Sims",0.1,"n",16,20,0,5708,72,12531,619,0,0,"Sims",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,183,464,184,434,170,485,183
0,379,FALSE,4.5,1.5,"Smallbone",0.3,"d",16,20,3,23164,34,36930,1867,0,0.7,"Smallbone",111,0,0,0,4,0,0,0,0,0,0,0,8,7.2,4.1,0,1.1,373,164,330,165,477,184,391,172
1,382,FALSE,5.4,3.4,"Djenepo",0.1,"a",16,20,17,12509,374,15550,250,0.2,3.1,"Djenepo",306,1,1,2,5,0,0,0,1,0,0,0,49,53.8,19.2,72,14.3,232,93,253,144,106,61,210,98
0,524,FALSE,4.4,1,"Tella",0.5,"a",16,20,3,44638,6689,24577,3484,0,0.7,"Tella",48,0,0,0,2,0,0,0,0,0,0,0,9,3,1.8,3,0.7,395,174,347,169,331,159,398,174
0.3,565,FALSE,4.5,0.7,"Diallo",0,"a",16,20,2,1553,200,812,144,0.1,0.4,"Diallo",18,0,0,0,2,0,0,0,1,0,0,0,-1,3.4,11.8,4,2,391,172,294,157,325,157,378,168
2.7,385,FALSE,4.8,2.2,"Sissoko",0.4,"a",17,6,13,19351,1875,35366,2111,0.6,2.7,"Sissoko",482,0,0,2,6,0,0,0,0,0,0,0,73,64.4,36,0,10,206,81,184,115,508,201,264,121
1,387,FALSE,5.8,1.6,"Lamela",0.1,"i",17,6,8,9606,45,17760,1607,0.2,1.4,"Lamela",187,0,1,0,4,0,0,0,1,0,0,0,30,23.8,33.3,95,14.9,315,134,193,122,75,40,201,94
5.3,390,TRUE,9.5,9.2,"Son",57.6,"a",17,6,74,4483800,102245,2413064,272251,0.6,7.8,"Son",640,8,2,3,5,0,0,0,0,0,0,10,244,366.2,250.2,346,96.4,2,1,5,4,8,4,4,3
0.7,392,FALSE,6.8,2.4,"Rodrigues Moura da Silva",1.4,"a",17,6,17,72519,1102,155082,6293,0.1,2.5,"Lucas Moura",351,1,0,1,5,0,0,0,0,0,0,1,35,49,41.5,121,21.1,242,98,169,107,53,29,141,72
0,394,FALSE,7.4,1,"Alli",0.6,"a",17,6,2,17366,325,238804,1926,0,0.3,"Alli",66,0,0,0,0,0,0,0,0,0,0,0,8,9.4,13.7,25,4.8,364,161,281,152,221,114,338,158
2.7,396,FALSE,4.9,2.5,"Højbjerg",0.8,"a",17,6,20,49550,3333,71351,4818,0.6,4.1,"Højbjerg",720,0,1,2,9,0,0,0,1,0,0,0,110,149.8,86.7,11,24.8,60,20,90,61,273,140,108,59
0,397,FALSE,5.3,1.2,"Winks",0.1,"a",17,6,5,3265,106,10022,536,0,0.9,"Winks",256,0,0,0,7,0,0,0,1,0,0,0,36,35,20.4,0,5.5,285,118,247,140,570,227,325,149
0,400,FALSE,7.1,1.5,"Bergwijn",0.3,"d",17,6,6,9794,198,84387,1697,0,0.8,"Bergwijn",152,0,0,1,2,0,0,0,0,0,0,0,12,11.4,34.6,22,6.8,359,158,188,118,232,123,304,141
0,401,FALSE,4.8,0,"Carvalho Fernandes",0.1,"a",17,6,0,1882,135,5557,255,0,0,"Fernandes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,215,540,216,524,207,551,215
1,403,FALSE,6.9,1.2,"Lo Celso",0.4,"a",17,6,6,5433,319,33654,835,0.1,0.9,"Lo Celso",184,0,0,1,1,0,0,0,1,0,0,0,19,28.6,85.6,77,19.1,302,127,91,62,98,54,156,78
0,404,FALSE,4.4,0,"Skipp",0,"n",17,6,0,1289,203,2209,116,0,0,"Skipp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,184,469,185,440,171,489,184
2.3,405,FALSE,5.9,2.4,"Ndombele",0.3,"d",17,6,19,21447,443,24340,3833,0.4,3.2,"Ndombele",416,1,0,3,4,0,0,0,2,0,0,0,76,81,92.8,75,24.9,181,70,77,51,102,58,107,58
4,543,FALSE,9.5,4.3,"Bale",1,"a",17,6,13,149462,5806,84853,17566,0.4,1.4,"Bale",115,1,0,1,3,0,0,0,0,0,0,3,33,41.4,38.5,58,13.8,266,111,173,110,137,73,215,100
1,409,FALSE,4.8,1.5,"Livermore",0.1,"a",18,35,12,4109,248,10354,509,0.2,2.5,"Livermore",656,0,0,1,17,1,0,0,2,0,0,0,52,65,42.6,25,13.2,205,80,164,103,218,112,223,105
0,410,FALSE,5.3,0,"Grosicki",0,"a",18,35,0,460,44,6761,78,0,0,"Grosicki",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,229,575,230,569,226,581,229
1,411,FALSE,5.1,0.8,"Phillips",0,"a",18,35,5,1759,148,7761,209,0.2,1,"Phillips",69,0,0,0,2,0,0,0,1,0,0,0,14,15,25.7,14,5.5,343,148,221,131,262,133,324,148
0,413,FALSE,4.8,1.5,"Sawyers",0,"a",18,35,9,953,34,2977,175,0,1.9,"Sawyers",340,0,0,0,10,0,0,0,1,0,0,0,34,38.2,37.4,2,7.8,273,115,177,111,339,162,296,137
0,420,FALSE,4.5,0,"Leko",0,"u",18,35,0,1012,130,3050,102,0,0,"Leko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,194,498,195,472,182,513,194
0.7,421,FALSE,4.8,1,"Edwards",0,"a",18,35,5,558,50,1877,97,0.1,1,"Edwards",114,0,0,0,3,0,0,0,0,0,0,0,15,13,12.8,39,6.4,352,154,290,155,177,94,310,142
0,423,FALSE,4.8,1,"Field",0,"i",18,35,3,524,144,1659,87,0,0.6,"Field",61,0,0,0,2,0,0,0,0,0,0,0,16,20,0.5,0,2,329,140,374,177,525,208,380,170
0,426,FALSE,4.4,1,"Harper",0.5,"a",18,35,1,29221,3478,35424,2955,0,0.2,"Harper",21,0,0,0,2,0,0,0,0,0,0,0,3,1.8,1.8,0,0.4,400,176,348,170,446,174,402,177
1.7,446,FALSE,5.4,2.6,"Diangana",0.4,"a",18,35,21,41289,389,56213,3762,0.3,3.9,"Diangana",588,1,0,1,16,0,0,0,0,0,0,0,52,96.8,71.9,108,27.6,154,57,113,73,63,34,87,49
1,481,FALSE,5.8,3.6,"Pereira",1.5,"a",18,35,25,205215,353,303062,28579,0.2,4.3,"Pereira",572,1,2,1,15,0,0,0,0,0,0,0,97,120.6,150.4,99,37,102,36,30,23,71,38,56,32
1.7,544,FALSE,5.5,2,"Gallagher",0,"a",18,35,8,1279,196,857,125,0.3,1.5,"Gallagher",360,0,0,1,4,0,0,0,1,0,0,0,27,60.6,42.5,32,13.4,217,86,165,104,198,104,222,104
2,555,FALSE,5,2,"Krovinovic",0,"a",18,35,10,886,163,518,102,0.4,2,"Krovinovic",353,0,0,1,5,0,0,0,0,0,0,0,66,56.8,71.8,37,16.5,225,90,114,74,186,98,183,88
0,427,FALSE,4.7,1.3,"Noble",0.5,"d",19,21,4,6392,93,116208,4788,0,0.9,"Noble",70,0,0,0,1,0,0,0,0,0,0,0,14,7,12.8,0,2,377,166,289,154,495,195,379,169
0,428,FALSE,5.7,1,"Snodgrass",0.1,"a",19,21,1,971,71,7315,246,0,0.2,"Snodgrass",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0.3,0,0,589,234,383,179,588,233,591,234
0,434,FALSE,4.9,0,"Wilshere",0.1,"u",19,21,0,1033,11,9334,203,0,0,"Wilshere",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,218,548,219,536,214,559,218
0.7,436,FALSE,5.6,0.8,"Yarmolenko",0.1,"d",19,21,4,3192,122,14141,618,0.1,0.7,"Yarmolenko",97,0,0,0,3,0,0,0,1,0,0,0,8,5.4,18.5,29,5.1,380,169,254,145,209,108,334,156
0.7,439,FALSE,6.4,2.3,"Lanzini",0.1,"a",19,21,7,7135,598,6728,936,0.1,1.1,"Lanzini",33,1,0,0,0,0,0,0,1,0,0,0,24,43.2,11.8,7,6.3,258,105,295,158,304,155,312,144
0,440,FALSE,6.1,1,"Pereira Gomes",0.1,"n",19,21,2,4616,2,33796,438,0,0.3,"Felipe Anderson",2,0,0,0,0,0,0,0,0,0,0,0,8,2.4,0.4,2,0.5,396,175,375,178,344,164,401,176
2.3,445,FALSE,6.3,4.5,"Bowen",2.3,"a",19,21,36,214575,7771,175432,21426,0.4,5.7,"Bowen",661,3,0,3,9,0,0,0,0,0,0,2,111,129,75.4,192,39.7,90,31,106,70,29,13,47,26
2,448,FALSE,4.8,2.2,"Rice",2.6,"a",19,21,18,69400,6753,220729,10398,0.4,3.8,"Rice",720,0,0,3,10,0,0,0,1,0,0,0,121,122.8,78,30,23.2,101,35,102,67,202,105,120,66
4.3,449,FALSE,4.9,3.4,"Soucek",2.9,"a",19,21,27,137317,31482,309363,13335,0.9,5.5,"Soucek",720,1,1,3,10,0,0,0,1,0,0,1,76,131,61.3,214,40.6,82,28,133,82,24,9,43,23
5,450,FALSE,6.4,5.2,"Fornals",1.9,"a",19,21,42,157805,23340,45912,21890,0.8,6.6,"Fornals",660,2,3,3,9,0,0,0,1,0,0,5,123,129.8,81,162,37.3,86,30,97,64,38,19,53,30
1.7,587,FALSE,6,2.5,"Benrahma",0.2,"a",19,21,5,21743,4456,6605,1800,0.3,0.8,"Benrahma",19,0,1,0,0,0,0,0,0,0,0,0,13,19.6,11.5,52,8.3,331,141,299,159,156,83,287,132
0.7,454,FALSE,5.2,1.7,"Santos Moutinho",1.3,"a",20,39,12,33395,674,162386,7660,0.1,2.3,"Moutinho",356,0,0,2,6,0,0,0,1,0,0,0,51,55.4,97.5,9,16.4,228,91,68,46,290,146,184,89
2,464,FALSE,4.8,2.7,"Dendoncker",1,"a",20,39,19,40680,2638,121124,6588,0.4,4,"Dendoncker",552,0,1,4,3,0,0,0,1,0,0,0,73,77.4,106.2,62,24.5,184,71,62,43,127,70,110,60
