"form","id","in_dreamteam","now_cost","points_per_game","second_name","selected_by_percent","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type"
1.7,334,FALSE,4.9,1.2,"Schär",0.1,"a",14,4,6,2538,281,2427,311,0.3,1.2,"Schär",365,0,0,0,7,0,0,0,0,0,0,0,37,57,2.3,3,6.2,224,93,342,123,332,121,314,112
0,335,FALSE,4.3,0,"Yedlin",0.2,"a",14,4,0,3609,342,20548,583,0,0,"Yedlin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,176,433,175,401,161,455,176
0,342,FALSE,4,0,"Watts",0.2,"n",14,4,0,5269,375,12780,619,0,0,"Watts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,168,421,168,386,151,442,168
1.7,513,FALSE,4.3,1.6,"Lewis",2.1,"a",14,4,13,220753,9611,208329,10656,0.4,3,"Lewis",651,0,0,1,12,0,0,0,3,0,0,1,100,99.4,116.3,6,22.1,148,59,52,13,306,104,131,38
1,345,FALSE,4.8,1.6,"Basham",1,"a",15,49,13,19825,1107,93395,4651,0.2,2.7,"Basham",652,0,0,0,14,0,0,0,0,0,0,2,99,131.2,42.1,52,22.5,81,27,167,40,153,35,129,36
0.7,347,FALSE,5.3,1.2,"Stevens",1.8,"d",15,49,10,17456,317,241496,13458,0.1,1.9,"Stevens",720,0,0,0,14,0,0,0,1,0,0,0,107,140.4,31.7,55,22.8,70,20,196,46,147,33,124,34
1,351,FALSE,5.3,1.6,"Baldock",1.8,"a",15,49,13,35859,1244,226164,10880,0.2,2.5,"Baldock",720,0,1,0,14,0,0,0,1,0,0,0,94,105.2,103.9,109,31.9,137,54,64,16,61,5,73,12
0,352,FALSE,4.4,2.7,"Robinson",0.2,"a",15,49,8,7946,160,11614,728,0,1.8,"Jack Robinson",251,0,1,0,4,0,0,0,0,0,0,0,34,35,4.6,17,5.6,284,113,327,113,251,80,321,115
0.7,353,FALSE,4.8,0.4,"Egan",3.2,"d",15,49,3,28875,507,831956,18990,0.1,0.6,"Egan",551,0,0,0,13,0,0,0,2,1,0,0,56,88.2,3.5,14,10.7,169,71,336,120,261,85,251,86
0,354,FALSE,4.8,1.5,"O'Connell",0.2,"i",15,49,3,3343,49,41834,781,0,0.6,"O'Connell",180,0,0,0,3,0,0,0,0,0,0,0,19,40.2,2.5,0,4.3,270,105,341,122,520,199,345,122
1,509,FALSE,4.4,1.5,"Ampadu",0.5,"a",15,49,6,15637,506,43051,1862,0.2,1.4,"Ampadu",303,0,0,0,5,0,0,0,0,0,0,0,44,71.2,20,4,9.6,193,80,250,72,323,116,269,91
0,510,FALSE,4.3,0,"Bogle",0.1,"a",15,49,0,1097,88,5821,213,0,0,"Bogle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,179,436,178,404,164,458,179
0.7,511,FALSE,4.4,1,"Lowe",0.1,"a",15,49,3,1019,225,3424,182,0.2,0.7,"Lowe",188,0,0,0,5,0,0,0,0,0,0,0,10,26.6,3.3,9,3.9,303,121,337,121,287,95,349,124
0,529,FALSE,4,0,"Jagielka",0.6,"a",15,49,0,45610,1198,24118,2095,0,0,"Jagielka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,160,399,160,363,142,420,160
2.7,362,FALSE,5,3.4,"Bertrand",1,"d",16,20,24,47920,243,80210,11125,0.5,4.8,"Bertrand",618,0,0,3,10,0,0,0,1,0,0,2,106,75.2,117.3,39,23.1,188,77,51,12,179,45,122,32
2.3,367,FALSE,4.8,2,"Stephens",0.2,"a",16,20,8,3807,976,23929,566,0.5,1.7,"Stephens",315,0,0,1,9,0,0,0,1,0,0,1,62,53.4,26.8,21,10.2,233,96,211,54,234,69,261,89
6.3,369,FALSE,4.7,5.7,"Vestergaard",9.1,"a",16,20,40,636377,221631,58433,15566,1.3,8.5,"Vestergaard",585,2,0,4,6,0,0,0,0,0,0,1,176,219,26.1,63,30.9,19,2,217,58,125,22,78,16
5,375,FALSE,4.6,3.9,"Walker-Peters",11.8,"a",16,20,31,503227,86017,452104,18605,1.1,6.7,"Walker-Peters",720,0,1,4,12,0,0,0,3,0,0,3,157,150,55.1,54,26,59,16,139,34,150,34,95,22
4.3,376,FALSE,4.5,3.6,"Bednarek",1.9,"a",16,20,29,52404,5765,120633,3548,1,6.4,"Bednarek",630,0,0,4,9,0,0,0,0,0,0,2,147,115.6,14.6,58,18.8,116,43,274,86,135,28,158,51
0,378,FALSE,4.8,0,"Valery",0.1,"a",16,20,0,980,100,4779,253,0,0,"Valery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,207,544,207,531,201,555,207
0,380,FALSE,4,0,"Vokins",1.2,"a",16,20,0,29712,485,53070,3921,0,0,"Vokins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,164,415,164,380,147,436,164
0,479,FALSE,4.3,0,"Salisu",0.1,"d",16,20,0,842,36,17791,401,0,0,"Salisu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,182,439,181,407,167,461,182
0,598,FALSE,4,0,"Ramsay",0,"a",16,20,0,695,695,125,125,0,0,"Ramsay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,167,420,167,385,150,441,167
0,384,FALSE,4.7,0,"Rose",0.2,"n",17,6,0,3480,9,24170,783,0,0,"Rose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,202,519,202,496,192,533,202
5.7,386,FALSE,5.4,4,"Alderweireld",1.8,"a",17,6,20,51527,5507,129058,4898,1.1,3.7,"Alderweireld",450,0,0,2,5,0,0,0,0,0,0,3,93,109.2,26.2,19,15.5,128,50,215,56,244,75,194,61
0,389,FALSE,5.2,6.5,"Aurier",1.8,"a",17,6,13,131908,1273,272889,16672,0,2.5,"Aurier",180,1,1,0,4,0,0,0,0,0,0,1,60,94.2,30,60,18.4,158,65,202,50,130,23,160,52
4.7,391,FALSE,4.9,3,"Dier",1.3,"a",17,6,21,65576,6941,101151,5549,1,4.3,"Dier",630,0,0,2,6,0,0,0,0,0,0,0,114,129.4,4.4,6,14.1,88,30,328,114,311,108,212,69
2.3,395,FALSE,4.8,2.7,"Davies",1,"a",17,6,16,59781,1028,163234,8993,0.5,3.3,"Davies",382,0,1,1,4,0,0,0,0,0,0,0,71,49.6,54.7,46,15,239,98,141,36,165,41,199,64
0,398,FALSE,5.4,1,"Sánchez",0.8,"a",17,6,4,21069,573,49139,3970,0,0.7,"Sánchez",360,0,0,0,7,1,0,0,0,0,0,0,37,55,2.1,86,14.3,229,95,344,125,81,12,209,68
0,399,FALSE,4.7,0,"Sessegnon",0.1,"n",17,6,0,1004,2,15458,314,0,0,"Sessegnon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,204,523,204,501,194,537,204
0,402,FALSE,4.9,0,"Tanganga",0,"d",17,6,0,574,30,6454,112,0,0,"Tanganga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,213,553,213,543,208,564,213
0,406,FALSE,4.3,0,"Foyth",0.1,"n",17,6,0,1364,26,8567,222,0,0,"Foyth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,181,438,180,406,166,460,181
6.7,457,FALSE,5.8,4,"Doherty",7.9,"i",17,6,24,165043,16612,1183622,53441,1.2,4.1,"Doherty",525,0,1,2,5,0,0,0,1,0,0,3,97,113,81.1,49,24.4,120,46,96,23,162,39,112,28
0,521,FALSE,3.9,0,"Carter-Vickers",0.3,"n",17,6,0,13430,982,22492,1251,0,0,"Carter-Vickers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,154,393,154,355,134,414,154
3.3,542,FALSE,5.6,4,"Reguilón",4.2,"a",17,6,16,394250,32359,125818,23564,0.6,2.9,"Reguilón",360,0,2,1,5,0,0,0,1,0,0,0,85,99.2,96.4,59,25.5,149,60,70,18,134,27,101,25
0.3,584,FALSE,5,1,"Rodon",0,"a",17,6,1,671,122,329,126,0.1,0.2,"Rodon",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,572,215,567,215,561,213,574,215
0,407,FALSE,4.3,-1.5,"Gibbs",0.2,"a",18,35,-3,4959,189,41894,909,0,-0.7,"Gibbs",135,0,0,0,8,0,0,0,0,1,0,0,11,7.4,13.2,2,2.3,371,144,283,90,334,123,370,138
0.3,412,FALSE,4.4,2,"Bartley",0.2,"a",18,35,10,11006,140,13339,692,0.1,2.3,"Bartley",450,1,0,0,14,0,0,0,1,0,0,0,63,117.2,1.3,37,15.5,112,39,362,137,185,49,193,60
0,414,FALSE,4.2,6,"Hegazy",0.2,"n",18,35,6,12080,237,78247,2298,0,1.4,"Hegazi",90,0,0,1,0,0,0,0,0,0,0,0,24,19.6,0.3,0,2,330,134,377,144,394,156,377,142
2.3,418,FALSE,4.5,2.7,"Townsend",0.1,"a",18,35,16,7145,639,5948,635,0.5,3.6,"Townsend",540,0,0,1,9,0,0,0,0,0,0,3,89,100.4,69.9,31,20.1,145,57,120,26,199,56,148,46
1.7,419,FALSE,4.8,1,"Ajayi",0.2,"a",18,35,7,4378,273,17468,584,0.4,1.5,"Ajayi",630,0,0,0,17,0,0,0,1,0,0,0,75,109.8,3.6,4,11.7,125,49,334,118,327,118,241,82
1.7,422,FALSE,4.5,2.4,"Furlong",0.1,"a",18,35,17,7854,424,8152,666,0.4,3.8,"Furlong",608,0,1,1,13,0,0,0,1,0,0,1,98,118.4,95.4,97,31.2,107,38,74,20,72,9,76,14
0.7,425,FALSE,4.3,1,"O'Shea",0.2,"a",18,35,5,4062,434,14161,609,0.2,1.2,"O'Shea",450,0,0,0,14,0,0,0,0,0,0,0,50,90.2,22.6,22,13.5,164,69,237,66,230,68,220,72
0,499,FALSE,4.4,0,"Kipre",0,"a",18,35,0,524,57,3123,179,0,0,"Kipre",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,193,467,192,438,181,487,193
1,530,FALSE,4.5,3,"Ivanovic",0.1,"a",18,35,9,13168,170,7482,1463,0.2,2,"Ivanovic",270,0,0,1,3,0,0,0,0,0,0,0,51,61,10.9,57,12.9,216,89,301,99,139,30,226,73
0,600,FALSE,4,0,"Peltier",0,"a",18,35,0,1062,1062,206,206,0,0,"Peltier",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,161,401,161,365,143,422,161
2.7,432,FALSE,4.9,2.8,"Ogbonna",0.4,"d",19,21,22,14762,349,21065,3168,0.6,4.5,"Ogbonna",692,0,0,3,10,0,0,0,2,0,0,0,115,130.4,14,35,17.9,84,28,279,88,189,51,165,54
3,435,FALSE,5.1,4.8,"Cresswell",8.8,"a",19,21,38,665361,81716,171924,27259,0.6,7.5,"Cresswell",720,0,3,3,10,0,0,0,0,0,0,5,197,216.4,265.2,9,49.1,20,3,4,1,289,97,31,2
0,438,FALSE,4.3,1.3,"Fredericks",0.3,"a",19,21,4,9779,286,38221,1090,0,0.9,"Fredericks",228,0,1,0,4,0,0,0,2,0,0,0,43,60.4,109.8,6,17.7,218,90,60,15,305,103,169,55
3,442,FALSE,4.5,4,"Masuaku",1.8,"a",19,21,28,153772,15565,56714,6812,0.7,6.2,"Masuaku",625,0,1,3,8,0,0,0,1,0,0,3,132,115.8,122.3,56,29.4,114,41,45,10,143,32,79,17
2.7,443,FALSE,4.4,4.5,"Balbuena",1.4,"a",19,21,27,117758,16883,36028,5599,0.6,6.1,"Balbuena",540,1,0,3,6,0,0,0,1,0,0,0,114,136.4,5.4,34,17.6,72,22,319,106,190,52,170,56
0,451,FALSE,4.4,0.7,"Diop",0.6,"a",19,21,2,9371,480,77337,2240,0,0.5,"Diop",207,0,0,0,4,0,0,0,1,0,0,0,25,45.2,1.6,0,4.7,249,99,354,132,442,183,339,119
0,452,FALSE,3.9,1,"Johnson",1.9,"a",19,21,1,61378,1293,112316,6315,0,0.3,"Johnson",41,0,0,0,0,0,0,0,0,0,0,0,4,3.8,1.3,0,0.5,388,147,361,136,358,137,399,148
5.3,558,FALSE,4.5,5,"Coufal",1.8,"a",19,21,25,139578,48193,16297,7161,1.2,5.6,"Coufal",450,0,2,2,6,0,0,0,2,0,0,5,96,100,80.8,28,20.9,146,58,98,24,211,63,144,45
0,576,FALSE,4.5,0,"Dawson",0,"a",19,21,0,959,118,512,121,0,0,"Dawson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,197,489,197,462,187,507,197
0,456,FALSE,4.4,0,"Bennett",0.2,"u",20,39,0,3787,9,24386,916,0,0,"Bennett",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,183,445,182,414,169,467,183
3.3,458,FALSE,5.5,3.9,"Boly",2.8,"a",20,39,31,118483,10545,101005,7927,0.6,5.6,"Boly",720,0,0,4,9,0,0,0,0,0,0,2,154,135.6,17.7,28,18.1,74,24,261,78,214,64,163,53
3.3,459,FALSE,5,3.8,"Coady",8.3,"d",20,39,30,303599,10467,333768,37862,0.7,6,"Coady",720,0,0,4,9,0,0,0,1,0,0,2,149,130.2,12.1,0,14.3,85,29,292,94,557,211,208,67
2.3,461,FALSE,5.2,6.3,"Saïss",17.5,"a",20,39,38,1686762,23757,798035,217431,0.4,7.3,"Saïss",517,1,0,4,7,0,0,0,0,0,0,7,135,123.4,24.8,60,21,100,36,227,61,131,24,143,44
0,462,FALSE,5.4,0,"Castro Otto",0,"i",20,39,0,476,39,2297,73,0,0,"Jonny",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,216,581,216,577,214,585,216
0,467,FALSE,3.9,1,"Buur",2.3,"a",20,39,1,159321,4510,154189,7895,0,0.3,"Buur",22,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.5,0,0.1,405,150,373,142,356,135,410,151
3,470,FALSE,4.3,6,"Kilman",14.8,"a",20,39,30,1059281,109962,156061,28692,0.7,7,"Kilman",450,0,1,3,2,0,0,0,1,0,0,6,108,92.2,37.4,6,13.5,161,67,176,43,307,105,219,71
0,471,FALSE,4.2,0.5,"Silva Nascimento Vinagre",1.3,"n",20,39,1,56498,41,603421,9088,0,0.2,"Vinagre",172,0,0,0,7,0,0,0,0,0,0,0,24,31.2,25.3,0,5.7,298,119,223,60,395,157,320,114
0.7,505,FALSE,4.8,1.8,"Marçal",0.1,"a",20,39,9,22647,183,34714,630,0.1,1.9,"Marçal",134,0,0,1,1,0,0,0,1,0,0,0,34,24.6,17.9,10,5.3,309,125,258,75,280,91,327,116
0,545,FALSE,4.5,1,"Hoever",0,"a",20,39,2,2691,106,1910,204,0,0.4,"Hoever",29,0,0,0,1,0,0,0,0,0,0,0,9,13.8,15.2,2,3.1,349,138,272,85,337,125,358,129
4,546,FALSE,5.6,4.2,"Cabral Semedo",3.6,"a",20,39,25,305504,35346,88622,14987,0.7,4.5,"Semedo",509,0,0,3,5,0,0,0,0,0,0,2,114,93,95.5,37,22.7,160,66,73,19,187,50,127,35
5.7,563,FALSE,5,8.5,"Ait Nouri",0.3,"d",20,39,17,26303,3987,7433,4339,1.1,3.4,"Ait Nouri",165,1,0,1,1,0,0,0,0,0,0,3,45,44.8,10.1,33,8.8,250,100,305,100,194,54,279,97
